Total number of words = 29290
Word count: 
1590._were_ = 1
1591.raising = 3
1592.shade = 2
1593._to_ = 1
1594.substituted = 1
1595.appropriate = 1
1596.jacob = 16
1597.you--can = 1
1598.doubtfully = 1
1599.question = 4
1600.whether = 4
1601.condition = 2
1602.involve = 1
1603.necessity = 1
1604.embarrassing = 1
1605.explanation = 3
1606.side = 9
1607.evidence = 1
1608.reality = 1
1609.affects = 1
1610.disorder = 1
1611.stomach = 1
1612.makes = 3
1613.cheats = 1
1614.undigested = 1
1615.bit = 3
1616.blot = 1
1617.mustard = 1
1618.crumb = 1
1619.cheese = 1
1620.fragment = 1
1621.underdone = 1
1622.potato = 1
1623.gravy = 2
1624.habit = 2
1625.cracking = 1
1626.jokes = 1
1627.feel = 4
1628.waggish = 1
1629.truth = 5
1630.smart = 2
1631.distracting = 1
1632.attention = 2
1633.keeping = 2
1634.spectre's = 2
1635.disturbed = 2
1636.marrow = 1
1637.awful = 3
1638.provided = 3
1639.infernal = 1
1640.atmosphere = 2
1641.case = 4
1642.skirts = 2
1643.agitated = 2
1644.vapour = 1
1645.oven = 2
1646.toothpick = 1
1647.returning = 1
1648.charge = 2
1649.assigned = 1
1650.wishing = 1
1651.divert = 1
1652.vision's = 1
1653.stony = 1
1654.gaze = 1
1655.swallow = 1
1656.persecuted = 1
1657.legion = 1
1658.goblins = 1
1659.tell = 16
1660.raised = 7
1661.frightful = 3
1662.cry = 3
1663.appalling = 1
1664.tight = 3
1665.swoon = 1
1666.greater = 5
1667.bandage = 2
1668.wear = 5
1669.indoors = 1
1670.lower = 4
1671.jaw = 1
1672.dropped = 2
1673.breast = 4
1674.knees = 8
1675.mercy = 3
1676.dreadful = 4
1677.apparition = 2
1678.trouble = 3
1679.worldly = 3
1680.earth = 6
1681.him._] = 1
1682.required = 1
1683.abroad = 2
1684.fellow-men = 1
1685.travel = 2
1686.far = 8
1687.condemned = 1
1688.death = 11
1689.doomed = 1
1690.wander = 1
1691.world--oh = 1
1692.woe = 2
1693.me!--and = 1
1694.witness = 1
1695.share = 1
1696.shared = 2
1697.happiness = 6
1698.spectre = 10
1699.wrung = 1
1700.shadowy = 3
1701.fettered = 1
1702.trembling = 6
1703.forged = 1
1704.link = 2
1705.girded = 2
1706.free-will = 2
1707.wore = 4
1708.pattern = 1
1709.trembled = 5
1710.pursued = 6
1711.weight = 2
1712.coil = 1
1713.bear = 8
1714.christmas-eves = 1
1715.laboured = 1
1716.ponderous = 1
1717.glanced = 6
1718.floor = 6
1719.expectation = 2
1720.surrounded = 2
1721.sixty = 1
1722.fathoms = 1
1723.iron = 6
1724.cable = 1
1725.imploringly = 1
1726.speak = 5
1727.comfort = 3
1728.none = 4
1729.regions = 1
1730.ebenezer = 7
1731.conveyed = 3
1732.ministers = 1
1733.kinds = 3
1734.permitted = 1
1735.stay = 3
1736.linger = 1
1737.anywhere = 1
1738.counting-house--mark = 1
1739.me;--in = 1
1740.roved = 1
1741.narrow = 2
1742.limits = 1
1743.money-changing = 1
1744.hole = 2
1745.weary = 1
1746.lie = 5
1747.whenever = 3
1748.thoughtful = 3
1749.breeches = 1
1750.pockets = 3
1751.pondering = 1
1752.lifting = 2
1753.getting = 5
1754.slow = 4
1755.business-like = 1
1756.humility = 2
1757.deference = 1
1758.mused = 1
1759.travelling = 2
1760.peace = 1
1761.incessant = 2
1762.torture = 2
1763.remorse = 1
1764.fast = 6
1765.wings = 1
1766.quantity = 3
1767.ground = 10
1768.hearing = 2
1769.set = 10
1770.clanked = 1
1771.hideously = 1
1772.ward = 1
1773.justified = 2
1774.indicting = 1
1775.nuisance = 1
1776.captive = 1
1777.double-ironed = 1
1778.ages = 1
1779.labour = 2
1780.immortal = 2
1781.pass = 1
1782.eternity = 1
1783.susceptible = 1
1784.developed = 1
1785.working = 3
1786.kindly = 2
1787.sphere = 1
1788.mortal = 3
1789.short = 6
1790.vast = 4
1791.usefulness = 1
1792.space = 3
1793.regret = 3
1794.amends = 2
1795.life's = 1
1796.opportunities = 2
1797.misused = 1
1798.faltered = 2
1799.apply = 3
1800.wringing = 1
1801.mankind = 1
1802.welfare = 2
1803.charity = 1
1804.forbearance = 1
1805.benevolence = 3
1806.dealings = 1
1807.drop = 2
1808.water = 6
1809.comprehensive = 2
1810.ocean = 1
1811.arm's = 1
1812.cause = 2
1813.unavailing = 1
1814.grief = 2
1815.flung = 1
1816.heavily = 2
1817.rolling = 2
1818.most = 15
1819.crowds = 1
1820.fellow-beings = 1
1821.blessed = 3
1822.star = 1
1823.led = 3
1824.wise = 2
1825.abode = 1
1826.homes = 3
1827.conducted = 2
1828.dismayed = 1
1829.rate = 2
1830.quake = 1
1831.exceedingly = 3
1832.nearly = 4
1833.flowery = 1
1834.pray = 2
1835.appear = 1
1836.beside = 11
1837.agreeable = 1
1838.idea = 5
1839.shivered = 1
1840.wiped = 1
1841.perspiration = 1
1842.brow = 3
1843.penance = 1
1844.to-night = 7
1845.warn = 1
1846.chance = 7
1847.hope = 18
1848.escaping = 1
1849.procuring = 1
1850.thankee = 3
1851.countenance = 1
1852.almost = 3
1853.ghost's = 3
1854.mentioned = 1
1855.faltering = 1
1856.i--i = 1
1857.i'd = 5
1858.visits = 1
1859.shun = 1
1860.path = 2
1861.tread = 1
1862.expect = 2
1863.tolls = 1
1864.hinted = 2
1865.stroke = 3
1866.twelve = 8
1867.vibrate = 2
1868.sake = 4
1869.between = 8
1870.words = 11
1871.jaws = 1
1872.ventured = 1
1873.found = 9
1874.supernatural = 3
1875.visitor = 2
1876.confronting = 1
1877.erect = 1
1878.arm = 7
1879.backward = 1
1880.step = 2
1881.itself = 11
1882.reached = 2
1883.beckoned = 1
1884.paces = 1
1885.nearer = 3
1886.obedience = 2
1887.fear = 4
1888.confused = 1
1889.noises = 1
1890.incoherent = 1
1891.sounds = 2
1892.lamentation = 1
1893.wailings = 1
1894.inexpressibly = 2
1895.sorrowful = 2
1896.self-accusatory = 1
1897.listening = 3
1898.joined = 5
1899.dirge = 1
1900.floated = 2
1901.desperate = 1
1902.curiosity = 1
1903.filled = 4
1904.wandering = 2
1905.hither = 1
1906.thither = 1
1907.restless = 3
1908.haste = 1
1909.moaning = 2
1910.(they = 1
1911.guilty = 1
1912.governments) = 1
1913.linked = 1
1914.free = 6
1915.personally = 1
1916.lives = 2
1917.monstrous = 5
1918.safe = 1
1919.attached = 2
1920.ankle = 2
1921.piteously = 1
1922.unable = 1
1923.assist = 2
1924.wretched = 5
1925.infant = 1
1926.doorstep = 1
1927.misery = 3
1928.sought = 3
1929.matters = 2
1930.lost = 3
1931.faded = 5
1932.enshrouded = 1
1933.voices = 4
1934.examined = 2
1935.entered = 6
1936.bolts = 1
1937.undisturbed = 2
1938.syllable = 1
1939.emotion = 4
1940.undergone = 2
1941.fatigues = 1
1942.glimpse = 1
1943.conversation = 2
1944.lateness = 1
1945.need = 2
1946.repose = 1
1947.undressing = 1
1948.asleep = 2
1949.instant = 5
1950.awoke = 2
1951.distinguish = 1
1952.opaque = 1
1953.walls = 3
1954.pierce = 1
1955.ferret = 1
1956.listened = 4
1957.eight = 2
1958.regularly = 1
1959.past = 20
1960.clock = 9
1961.wrong = 4
1962.icicle = 1
1963.works = 1
1964.touched = 5
1965.spring = 3
1966.repeater = 1
1967.correct = 2
1968.preposterous = 1
1969.pulse = 3
1970.beat = 4
1971.isn't = 7
1972.slept = 1
1973.sun = 3
1974.noon = 1
1975.alarming = 2
1976.scrambled = 2
1977.groped = 1
1978.rub = 1
1979.sleeve = 1
1980.extremely = 2
1981.fro = 2
1982.making = 5
1983.stir = 1
1984.unquestionably = 2
1985.beaten = 1
1986.possession = 2
1987.relief = 3
1988.exchange = 1
1989.order = 2
1990.become = 3
1991.united = 1
1992.states = 1
1993.security = 1
1994.count = 3
1995.perplexed = 1
1996.endeavoured = 2
1997.bothered = 1
1998.resolved = 4
1999.mature = 1
2000.inquiry = 1
2001.dream = 3
2002.released = 2
2003.position = 1
2004.problem = 1
2005.worked = 2
2006.lay = 8
2007.state = 6
2008.chime = 1
2009.sudden = 3
2010.warned = 1
2011.visitation = 1
2012.tolled = 1
2013.awake = 1
2014.considering = 1
2015.sleep = 3
2016.heaven = 7
2017.wisest = 1
2018.resolution = 1
2019.quarter = 6
2020.sunk = 1
2021.doze = 1
2022.unconsciously = 2
2023.missed = 3
2024.broke = 4
2025.ear = 2
2026.ding = 6
2027.dong = 6
2028.counting = 1
2029.triumphantly = 1
2030.sounded = 2
2031.hollow = 2
2032.flashed = 1
2033.curtains = 9
2034.aside = 3
2035.addressed = 3
2036.starting = 3
2037.half-recumbent = 1
2038.unearthly = 1
2039.elbow = 2
2040.figure--like = 1
2041.child = 24
2042.viewed = 2
2043.medium = 1
2044.receded = 1
2045.view = 3
2046.diminished = 1
2047.child's = 1
2048.proportions = 1
2049.neck = 4
2050.age = 3
2051.wrinkle = 2
2052.tenderest = 1
2053.bloom = 1
2054.skin = 1
2055.arms = 6
2056.muscular = 1
2057.hold = 4
2058.uncommon = 2
2059.strength = 1
2060.delicately = 1
2061.formed = 1
2062.upper = 2
2063.members = 3
2064.bare = 5
2065.tunic = 1
2066.purest = 1
2067.lustrous = 1
2068.belt = 3
2069.sheen = 1
2070.beautiful = 2
2071.branch = 1
2072.green = 5
2073.singular = 1
2074.contradiction = 1
2075.emblem = 1
2076.dress = 7
2077.trimmed = 3
2078.summer = 3
2079.flowers = 1
2080.strangest = 4
2081.crown = 1
2082.sprung = 1
2083.jet = 1
2084.visible = 4
2085.doubtless = 1
2086.occasion = 2
2087.duller = 1
2088.moments = 2
2089.extinguisher = 3
2090.cap = 5
2091.increasing = 1
2092.steadiness = 2
2093._not_ = 1
2094.quality = 2
2095.glittered = 1
2096.figure = 4
2097.fluctuated = 1
2098.distinctness = 1
2099.leg = 1
2100.pair = 5
2101.dissolving = 1
2102.parts = 1
2103.outline = 1
2104.wherein = 1
2105.melted = 2
2106.away = 21
2107.distinct = 2
2108.foretold = 1
2109.soft = 1
2110.gentle = 3
2111.singularly = 1
2112.observant = 1
2113.dwarfish = 1
2114.stature = 1
2115.told = 17
2116.anybody = 6
2117.special = 1
2118.begged = 3
2119.covered = 3
2120.passions = 1
2121.force = 2
2122.trains = 1
2123.reverently = 2
2124.disclaimed = 1
2125.intention = 1
2126.offend = 1
2127.wilfully = 1
2128.bonneted = 1
2129.period = 2
2130.inquire = 1
2131.expressed = 2
2132.thinking = 6
2133.unbroken = 2
2134.conducive = 1
2135.reclamation = 1
2136.heed = 1
2137.gently = 4
2138.rise = 1
2139.vain = 4
2140.plead = 1
2141.adapted = 1
2142.pedestrian = 1
2143.purposes = 3
2144.thermometer = 1
2145.freezing = 1
2146.clad = 1
2147.lightly = 2
2148.grasp = 1
2149.woman's = 1
2150.resisted = 1
2151.rose = 4
2152.robe = 9
2153.supplication = 1
2154.remonstrated = 1
2155.liable = 1
2156.fall = 4
2157._there_ = 1
2158.upheld = 1
2159.spoken = 4
2160.country = 2
2161.road = 3
2162.fields = 2
2163.either = 4
2164.entirely = 1
2165.vanished = 3
2166.vestige = 1
2167.winter = 4
2168.clasping = 1
2169.bred = 2
2170.boy = 30
2171.gazed = 1
2172.mildly = 2
2173.instantaneous = 1
2174.sense = 2
2175.thousand = 2
2176.odours = 1
2177.floating = 1
2178.connected = 3
2179.hopes = 3
2180.joys = 1
2181.cares = 2
2182.lip = 1
2183.unusual = 1
2184.catching = 2
2185.pimple = 1
2186.lead = 5
2187.blindfold = 1
2188.blindfold."_] = 1
2189.recognising = 1
2190.gate = 3
2191.post = 1
2192.tree = 2
2193.market-town = 1
2194.bridge = 1
2195.winding = 1
2196.river = 1
2197.shaggy = 1
2198.ponies = 1
2199.trotting = 1
2200.backs = 1
2201.gigs = 1
2202.carts = 3
2203.driven = 1
2204.farmers = 1
2205.shouted = 1
2206.broad = 2
2207.music = 5
2208.crisp = 2
2209.laughed = 17
2210.shadows = 10
2211.consciousness = 2
2212.jocund = 1
2213.travellers = 1
2214.named = 1
2215.rejoiced = 2
2216.bounds = 1
2217.glisten = 1
2218.leap = 1
2219.gladness = 1
2220.parted = 3
2221.cross-roads = 1
2222.by-ways = 1
2223.school = 2
2224.deserted = 1
2225.neglected = 2
2226.sobbed = 1
2227.high-road = 1
2228.well-remembered = 1
2229.approached = 2
2230.brick = 1
2231.weather-cock = 1
2232.surmounted = 1
2233.cupola = 1
2234.roof = 3
2235.broken = 4
2236.fortunes = 1
2237.spacious = 1
2238.damp = 1
2239.mossy = 2
2240.gates = 1
2241.decayed = 1
2242.fowls = 1
2243.clucked = 1
2244.strutted = 1
2245.stables = 1
2246.coach-houses = 1
2247.sheds = 1
2248.overrun = 2
2249.grass = 3
2250.retentive = 1
2251.entering = 2
2252.glancing = 1
2253.doors = 2
2254.poorly = 2
2255.furnished = 1
2256.earthly = 1
2257.savour = 1
2258.chilly = 1
2259.bareness = 1
2260.somehow = 3
2261.candle-light = 2
2262.eat = 3
2263.disclosed = 2
2264.barer = 1
2265.lines = 2
2266.plain = 3
2267.deal = 3
2268.forms = 2
2269.desks = 1
2270.lonely = 2
2271.reading = 3
2272.near = 7
2273.feeble = 1
2274.wept = 1
2275.latent = 2
2276.echo = 1
2277.squeak = 1
2278.scuffle = 1
2279.mice = 1
2280.panelling = 1
2281.drip = 1
2282.half-thawed = 1
2283.water-spout = 1
2284.sigh = 1
2285.leafless = 1
2286.boughs = 1
2287.despondent = 1
2288.poplar = 1
2289.swinging = 1
2290.empty = 2
2291.storehouse = 1
2292.clicking = 1
2293.softening = 1
2294.freer = 1
2295.passage = 1
2296.tears = 3
2297.younger = 3
2298.foreign = 3
2299.garments = 2
2300.wonderfully = 1
2301.axe = 1
2302.stuck = 2
2303.leading = 1
2304.bridle = 1
2305.ass = 2
2306.laden = 3
2307.wood = 1
2308.yes = 18
2309.yonder = 2
2310.valentine = 1
2311.wild = 2
2312.brother = 5
2313.orson = 1
2314.drawers = 1
2315.damascus = 1
2316.sultan's = 1
2317.groom = 1
2318.upside = 2
2319.genii = 1
2320.serve = 1
2321.i'm = 7
2322._he_ = 4
2323.princess = 1
2324.expending = 1
2325.earnestness = 2
2326.subjects = 2
2327.extraordinary = 2
2328.laughing = 6
2329.crying = 2
2330.heightened = 1
2331.excited = 2
2332.baba."_] = 1
2333.parrot = 2
2334.yellow = 4
2335.lettuce = 1
2336.growing = 3
2337.top = 8
2338.robin = 3
2339.crusoe = 3
2340.sailing = 1
2341.island = 1
2342.dreaming = 1
2343.wasn't = 7
2344.friday = 1
2345.creek = 1
2346.halloa = 1
2347.hoop = 1
2348.halloo = 1
2349.rapidity = 1
2350.transition = 1
2351.character = 1
2352.pity = 2
2353.former = 7
2354.drying = 1
2355.cuff = 1
2356.late = 4
2357.matter = 5
2358.singing = 3
2359.that's = 11
2360.thoughtfully = 3
2361.waved = 1
2362.saying = 2
2363.grew = 4
2364.larger = 1
2365.darker = 1
2366.dirty = 1
2367.panels = 1
2368.shrunk = 2
2369.cracked = 2
2370.plaster = 1
2371.ceiling = 3
2372.naked = 2
2373.laths = 1
2374.shown = 5
2375.jolly = 3
2376.holidays = 2
2377.despairingly = 1
2378.shaking = 5
2379.anxiously = 1
2380.girl = 12
2381.darting = 1
2382.her = 65
2383.kissing = 2
2384.bring = 7
2385.clapping = 3
2386.bending = 1
2387.laugh = 13
2388.fan = 2
2389.brimful = 1
2390.glee = 3
2391.kinder = 2
2392.home's = 1
2393.sent = 2
2394.opening = 2
2395.we're = 4
2396.merriest = 1
2397.she = 55
2398.clapped = 2
2399.tiptoe = 1
2400.embrace = 1
2401.drag = 1
2402.eagerness = 2
2403.loath = 1
2404.accompanied = 3
2405.box = 1
2406.schoolmaster = 2
2407.glared = 3
2408.condescension = 1
2409.sister = 8
2410.veriest = 1
2411.shivering = 1
2412.parlour = 6
2413.maps = 1
2414.celestial = 1
2415.terrestrial = 1
2416.globes = 1
2417.waxy = 1
2418.produced = 3
2419.decanter = 1
2420.block = 1
2421.cake = 2
2422.administered = 1
2423.instalments = 1
2424.dainties = 1
2425.sending = 2
2426.meagre = 2
2427.servant = 1
2428.offer = 2
2429.glass = 3
2430.postboy = 1
2431.thanked = 2
2432.tap = 1
2433.tasted = 2
2434.trunk = 1
2435.tied = 1
2436.chaise = 1
2437.bade = 3
2438.good-bye = 1
2439.willingly = 1
2440.drove = 1
2441.garden = 1
2442.sweep = 1
2443.quick = 2
2444.wheels = 2
2445.dashing = 1
2446.hoar = 1
2447.leaves = 3
2448.evergreens = 1
2449.spray = 1
2450.delicate = 1
2451.creature = 4
2452.withered = 3
2453.gainsay = 1
2454.forbid = 1
2455.uneasy = 1
2456.briefly = 1
2457.thoroughfares = 1
2458.passengers = 1
2459.repassed = 1
2460.coaches = 1
2461.battled = 1
2462.strife = 1
2463.tumult = 1
2464.dressing = 1
2465.certain = 4
2466.apprenticed = 1
2467.welsh = 1
2468.wig = 1
2469.sitting = 6
2470.high = 11
2471.desk = 3
2472.inches = 1
2473.taller = 1
2474.knocked = 2
2475.excitement = 2
2476.fezziwig = 18
2477.alive = 5
2478.laid = 5
2479.rubbed = 1
2480.adjusted = 2
2481.capacious = 3
2482.organ = 1
2483.comfortable = 3
2484.oily = 1
2485.fat = 4
2486.yo = 2
2487.ho = 2
2488.dick = 7
2489.grown = 3
2490.briskly = 2
2491.fellow-'prentice = 1
2492.wilkins = 1
2493.let's = 2
2494.shutters = 2
2495.clap = 1
2496.jack = 1
2497.robinson = 1
2498.fellows = 2
2499.charged = 1
2500.shutters--one = 1
2501.three--had = 1
2502.places--four = 1
2503.six--barred = 1
2504.pinned = 1
2505.em--seven = 1
2506.nine--and = 1
2507.panting = 1
2508.race-horses = 1
2509.hilli-ho = 2
2510.skipping = 1
2511.agility = 1
2512.lads = 2
2513.lots = 1
2514.chirrup = 1
2515.cleared = 3
2516.movable = 1
2517.packed = 1
2518.dismissed = 1
2519.public = 1
2520.evermore = 1
2521.swept = 2
2522.watered = 1
2523.lamps = 2
2524.heaped = 2
2525.snug = 2
2526.dry = 2
2527.ball-room = 1
2528.winter's = 1
2529.fiddler = 4
2530.music-book = 1
2531.lofty = 2
2532.orchestra = 1
2533.tuned = 1
2534.stomachaches = 1
2535.mrs = 29
2536.substantial = 1
2537.smile = 3
2538.miss = 3
2539.fezziwigs = 1
2540.beaming = 2
2541.lovable = 1
2542.followers = 1
2543.employed = 1
2544.housemaid = 1
2545.cousin = 1
2546.cook = 1
2547.brother's = 1
2548.milkman = 1
2549.suspected = 2
2550.board = 3
2551.trying = 2
2552.hide = 4
2553.proved = 1
2554.ears = 5
2555.pulled = 3
2556.mistress = 2
2557.shyly = 1
2558.boldly = 1
2559.gracefully = 2
2560.awkwardly = 1
2561.pushing = 1
2562.pulling = 1
2563.couple = 4
2564.various = 1
2565.stages = 1
2566.affectionate = 1
2567.grouping = 1
2568.couples = 1
2569.bottom = 1
2570.result = 1
2571.plunged = 2
2572.pot = 1
2573.porter = 2
2574.scorning = 1
2575.reappearance = 1
2576.dancers = 1
2577.exhausted = 2
2578.shutter = 1
2579.bran-new = 1
2580.perish = 1
2581.dances = 2
2582.forfeits = 3
2583.negus = 1
2584.roast = 2
2585.mince-pies = 2
2586.beer = 1
2587.effect = 2
2588.(an = 1
2589.artful = 1
2590.dog = 2
2591.him!) = 1
2592.roger = 1
2593.de = 1
2594.coverley = 1
2595.stiff = 1
2596.trifled = 2
2597._would_ = 1
2598.notion = 2
2599.twice = 3
2600.many--ah = 1
2601.times--old = 1
2602.match = 1
2603._her_ = 2
2604.worthy = 3
2605.term = 1
2606.praise = 3
2607.higher = 1
2608.use = 2
2609.positive = 1
2610.issue = 1
2611.fezziwig's = 1
2612.calves = 1
2613.shone = 3
2614.moons = 1
2615.advance = 1
2616.bow = 2
2617.curtsy = 1
2618.cork-screw = 1
2619.thread-the-needle = 1
2620.cut"--cut = 1
2621.deftly = 1
2622.wink = 1
2623.stagger = 1
2624.eleven = 2
2625.domestic = 1
2626.ball = 1
2627.stations = 2
2628.individually = 1
2629.wished = 4
2630.everybody = 6
2631.retired = 1
2632.prentices = 1
2633.counter = 3
2634.back-shop = 1
2635.acted = 1
2636.wits = 1
2637.soul = 5
2638.scene = 5
2639.corroborated = 1
2640.enjoyed = 2
2641.underwent = 2
2642.agitation = 1
2643.burnt = 1
2644.silly = 1
2645.folks = 1
2646.gratitude = 2
2647.echoed = 1
2648.apprentices = 1
2649.spent = 1
2650.pounds = 2
2651.deserves = 1
2652.remark = 1
2653.speaking = 1
2654.render = 2
2655.unhappy = 2
2656.service = 2
2657.burdensome = 1
2658.toil = 1
2659.lies = 3
2660.insignificant = 1
2661.add = 1
2662.gives = 1
2663.insisted = 1
2664.able = 2
2665.utterance = 1
2666.grows = 1
2667.prime = 1
2668.harsh = 1
2669.rigid = 2
2670.later = 2
2671.signs = 2
2672.avarice = 2
2673.eager = 2
2674.greedy = 1
2675.motion = 2
2676.showed = 3
2677.passion = 3
2678.root = 1
2679.mourning = 1
2680.idol = 2
2681.displaced = 2
2682.grieve = 1
2683.rejoined = 1
2684.even-handed = 2
2685.dealing = 2
2686.poverty = 2
2687.professes = 1
2688.condemn = 1
2689.severity = 1
2690.pursuit = 1
2691.wealth = 3
2692.merged = 1
2693.sordid = 1
2694.reproach = 1
2695.nobler = 1
2696.aspirations = 1
2697.gain = 2
2698.engrosses = 1
2699.retorted = 3
2700.wiser = 2
2701.contract = 1
2702.content = 3
2703.improve = 1
2704.patient = 4
2705.industry = 2
2706._are_ = 1
2707.impatiently = 1
2708.tells = 1
2709.fraught = 1
2710._have_ = 1
2711.release = 3
2712.altered = 2
2713.worth = 1
2714.value = 4
2715.seek = 3
2716.try = 2
2717.win = 1
2718.ah = 5
2719.yield = 2
2720.justice = 1
2721.supposition = 2
2722.struggle = 2
2723.gladly = 2
2724.knows = 6
2725._i_ = 3
2726.learned = 1
2727.irresistible = 2
2728.yesterday = 4
2729.dowerless = 1
2730.girl--you = 1
2731.confidence = 1
2732.weigh = 1
2733.choosing = 1
2734.false = 2
2735.guiding = 1
2736.principle = 2
2737.repentance = 1
2738.follow = 2
2739.may--the = 1
2740.memory = 2
2741.will--have = 1
2742.pain = 1
2743.brief = 3
2744.dismiss = 2
2745.unprofitable = 1
2746.chosen = 1
2747.show = 12
2748.delight = 6
2749.relentless = 1
2750.pinioned = 1
2751.forced = 1
2752.observe = 2
2753.comely = 1
2754.matron = 1
2755.daughter = 4
2756.tumultuous = 1
2757.unlike = 2
2758.celebrated = 1
2759.herd = 1
2760.poem = 1
2761.forty = 2
2762.conducting = 2
2763.themselves = 6
2764.consequences = 1
2765.uproarious = 1
2766.belief = 1
2767.contrary = 1
2768.mother = 11
2769.heartily = 7
2770.beginning = 1
2771.mingle = 1
2772.sports = 1
2773.pillaged = 1
2774.brigands = 1
2775.ruthlessly = 1
2776.rude = 2
2777.crushed = 1
2778.braided = 1
2779.torn = 3
2780.precious = 3
2781.shoe = 1
2782.plucked = 1
2783.measuring = 1
2784.sport = 1
2785.punishment = 2
2786.dearly = 1
2787.questioned = 2
2788.lashes = 1
2789.downcast = 1
2790.blush = 1
2791.loose = 1
2792.waves = 2
2793.inch = 1
2794.keepsake = 1
2795.price = 1
2796.confess = 2
2797.lightest = 1
2798.licence = 1
2799.knocking = 3
2800.rush = 1
2801.ensued = 2
2802.plundered = 2
2803.centre = 2
2804.flushed = 1
2805.boisterous = 1
2806.group = 2
2807.greet = 2
2808.attended = 1
2809.toys = 1
2810.presents = 1
2811.shouting = 1
2812.struggling = 3
2813.onslaught = 1
2814.defenceless = 1
2815.scaling = 1
2816.chairs = 3
2817.ladders = 1
2818.dive = 1
2819.despoil = 1
2820.brown-paper = 1
2821.parcels = 1
2822.hug = 1
2823.pummel = 1
2824.kick = 1
2825.irrepressible = 1
2826.affection = 1
2827.shouts = 1
2828.development = 1
2829.package = 1
2830.received = 3
2831.announcement = 1
2832.doll's = 1
2833.frying-pan = 1
2834.mouth = 5
2835.fictitious = 1
2836.turkey = 6
2837.glued = 1
2838.wooden = 1
2839.platter = 1
2840.immense = 2
2841.alarm = 1
2842.joy = 2
2843.indescribable = 1
2844.alike = 1
2845.degrees = 1
2846.emotions = 1
2847.stair = 1
2848.subsided = 1
2849.attentively = 1
2850.leaning = 2
2851.fondly = 1
2852.fireside = 1
2853.graceful = 2
2854.promise = 3
2855.spring-time = 1
2856.haggard = 1
2857.dim = 2
2858.belle = 1
2859.husband = 3
2860.yours = 3
2861.guess = 2
2862.tut = 1
2863.inside = 3
2864.remove = 2
2865.blame = 1
2866.wrestled = 1
2867.haunt = 1
2868.longer = 2
2869.struggle--if = 1
2870.resistance = 1
2871.adversary--scrooge = 1
2872.burning = 1
2873.dimly = 1
2874.connecting = 1
2875.pressed = 2
2876.beneath = 6
2877.streamed = 2
2878.flood = 1
2879.overcome = 2
2880.drowsiness = 1
2881.further = 4
2882.parting = 5
2883.squeeze = 1
2884.relaxed = 1
2885.barely = 1
2886.reel = 1
2887.sank = 2
2888.awaking = 1
2889.prodigiously = 1
2890.tough = 1
2891.snore = 1
2892.restored = 2
2893.nick = 1
2894.especial = 1
2895.holding = 5
2896.conference = 1
2897.messenger = 1
2898.dispatched = 1
2899.intervention = 1
2900.uncomfortably = 1
2901.draw = 2
2902.lying = 4
2903.established = 1
2904.look-out = 2
2905.challenge = 1
2906.nervous = 3
2907.free-and-easy = 1
2908.plume = 1
2909.acquainted = 1
2910.move = 2
2911.equal = 1
2912.express = 2
2913.range = 3
2914.capacity = 1
2915.adventure = 1
2916.pitch-and-toss = 1
2917.manslaughter = 1
2918.extremes = 1
2919.tolerably = 1
2920.venturing = 1
2921.hardily = 1
2922.calling = 5
2923.field = 1
2924.appearances = 1
2925.rhinoceros = 1
2926.astonished = 1
2927.prepared = 5
2928.consequently = 1
2929.violent = 1
2930.fit = 2
2931.minutes = 6
2932.ten = 2
2933.core = 1
2934.proclaimed = 1
2935.powerless = 1
2936.meant = 3
2937.apprehensive = 1
2938.interesting = 1
2939.spontaneous = 1
2940.combustion = 1
2941.consolation = 1
2942.however = 5
2943.think--as = 1
2944.predicament = 1
2945.ought = 2
2946.too--at = 1
2947.source = 1
2948.adjoining = 1
2949.whence = 3
2950.tracing = 1
2951.shine = 1
2952.shuffled = 1
2953.enter = 2
2954.obeyed = 1
2955.surprising = 1
2956.transformation = 1
2957.living = 1
2958.grove = 1
2959.gleaming = 2
2960.glistened = 1
2961.mistletoe = 3
2962.ivy = 2
2963.reflected = 1
2964.mirrors = 1
2965.scattered = 1
2966.roaring = 2
2967.chimney = 1
2968.petrifaction = 1
2969.throne = 1
2970.turkeys = 2
2971.geese = 2
2972.game = 6
2973.poultry = 2
2974.brawn = 2
2975.joints = 1
2976.sucking-pigs = 1
2977.wreaths = 1
2978.sausages = 2
2979.plum-puddings = 1
2980.barrels = 1
2981.oysters = 2
2982.red-hot = 1
2983.chestnuts = 5
2984.cherry-cheeked = 1
2985.apples = 3
2986.juicy = 2
2987.oranges = 3
2988.luscious = 1
2989.pears = 2
2990.twelfth-cakes = 1
2991.seething = 1
2992.bowls = 1
2993.punch = 2
2994.delicious = 2
2995.steam = 2
2996.couch = 1
2997.giant = 1
2998.bore = 4
2999.torch = 6
3000.plenty's = 1
3001.horn = 1
3002.shed = 3
3003.timidly = 1
3004.dogged = 1
3005.meet = 3
3006.clothed = 1
3007.simple = 2
3008.mantle = 1
3009.bordered = 1
3010.fur = 1
3011.garment = 5
3012.loosely = 1
3013.disdaining = 1
3014.warded = 1
3015.concealed = 2
3016.artifice = 1
3017.observable = 1
3018.ample = 1
3019.folds = 2
3020.covering = 1
3021.wreath = 1
3022.shining = 2
3023.icicles = 1
3024.curls = 1
3025.genial = 2
3026.sparkling = 1
3027.cheery = 1
