Total number of words = 30088
Word count: 
1588.caustic = 1
1589.much!"--marley\'s = 1
1590._was_ = 2
1591._were_ = 1
1592.raising = 3
1593.shade = 2
1594._to_ = 1
1595.substituted = 1
1596.appropriate = 1
1597.jacob = 16
1598.you--can = 1
1599.doubtfully = 1
1600.question = 4
1601.whether = 4
1602.condition = 2
1603.involve = 1
1604.necessity = 1
1605.embarrassing = 1
1606.explanation = 3
1607.side = 9
1608.evidence = 1
1609.reality = 1
1610.affects = 1
1611.disorder = 1
1612.stomach = 1
1613.makes = 3
1614.cheats = 1
1615.undigested = 1
1616.bit = 3
1617.blot = 1
1618.mustard = 1
1619.crumb = 1
1620.cheese = 1
1621.fragment = 1
1622.underdone = 1
1623.potato = 1
1624.gravy = 2
1625.habit = 2
1626.cracking = 1
1627.jokes = 1
1628.feel = 4
1629.waggish = 1
1630.truth = 5
1631.smart = 2
1632.distracting = 1
1633.attention = 2
1634.keeping = 2
1635.spectre's = 2
1636.disturbed = 2
1637.marrow = 1
1638.awful = 3
1639.provided = 3
1640.infernal = 1
1641.atmosphere = 2
1642.case = 4
1643.skirts = 2
1644.agitated = 2
1645.vapour = 1
1646.oven = 2
1647.toothpick = 1
1648.returning = 1
1649.charge = 2
1650.assigned = 1
1651.wishing = 1
1652.divert = 1
1653.vision's = 1
1654.stony = 1
1655.gaze = 1
1656.swallow = 1
1657.persecuted = 1
1658.legion = 1
1659.goblins = 1
1660.tell = 16
1661.raised = 7
1662.frightful = 3
1663.cry = 3
1664.appalling = 1
1665.tight = 3
1666.swoon = 1
1667.greater = 5
1668.bandage = 2
1669.wear = 5
1670.indoors = 1
1671.lower = 4
1672.jaw = 1
1673.dropped = 2
1674.breast = 4
1675.knees = 8
1676.mercy = 3
1677.dreadful = 4
1678.apparition = 2
1679.trouble = 3
1680.worldly = 3
1681.earth = 6
1682.required = 1
1683.abroad = 2
1684.fellow-men = 1
1685.travel = 2
1686.far = 8
1687.condemned = 1
1688.death = 11
1689.doomed = 1
1690.wander = 1
1691.world--oh = 1
1692.woe = 2
1693.me!--and = 1
1694.witness = 1
1695.share = 1
1696.shared = 2
1697.happiness = 6
1698.spectre = 10
1699.wrung = 1
1700.shadowy = 3
1701.fettered = 1
1702.trembling = 6
1703.forged = 1
1704.link = 2
1705.girded = 2
1706.free-will = 2
1707.wore = 4
1708.pattern = 1
1709.trembled = 5
1710.pursued = 6
1711.weight = 2
1712.coil = 1
1713.bear = 8
1714.christmas-eves = 1
1715.laboured = 1
1716.ponderous = 1
1717.glanced = 6
1718.floor = 6
1719.expectation = 2
1720.surrounded = 2
1721.sixty = 1
1722.fathoms = 1
1723.iron = 6
1724.cable = 1
1725.imploringly = 1
1726.speak = 5
1727.comfort = 3
1728.none = 4
1729.regions = 1
1730.ebenezer = 7
1731.conveyed = 3
1732.ministers = 1
1733.kinds = 3
1734.permitted = 1
1735.stay = 3
1736.linger = 1
1737.anywhere = 1
1738.counting-house--mark = 1
1739.me;--in = 1
1740.roved = 1
1741.narrow = 2
1742.limits = 1
1743.money-changing = 1
1744.hole = 2
1745.weary = 1
1746.lie = 5
1747.whenever = 3
1748.thoughtful = 3
1749.breeches = 1
1750.pockets = 3
1751.pondering = 1
1752.lifting = 2
1753.getting = 5
1754.slow = 4
1755.business-like = 1
1756.humility = 2
1757.deference = 1
1758.mused = 1
1759.travelling = 2
1760.peace = 1
1761.incessant = 2
1762.torture = 2
1763.remorse = 1
1764.fast = 6
1765.wings = 1
1766.quantity = 3
1767.ground = 10
1768.hearing = 2
1769.set = 10
1770.clanked = 1
1771.hideously = 1
1772.ward = 1
1773.justified = 2
1774.indicting = 1
1775.nuisance = 1
1776.captive = 1
1777.double-ironed = 1
1778.ages = 1
1779.labour = 2
1780.immortal = 2
1781.pass = 1
1782.eternity = 1
1783.susceptible = 1
1784.developed = 1
1785.working = 3
1786.kindly = 2
1787.sphere = 1
1788.mortal = 3
1789.short = 6
1790.vast = 4
1791.usefulness = 1
1792.space = 3
1793.regret = 3
1794.amends = 2
1795.life's = 1
1796.opportunities = 2
1797.misused = 1
1798.faltered = 2
1799.apply = 3
1800.wringing = 1
1801.mankind = 1
1802.welfare = 2
1803.charity = 1
1804.forbearance = 1
1805.benevolence = 3
1806.dealings = 1
1807.drop = 2
1808.water = 6
1809.comprehensive = 2
1810.ocean = 1
1811.arm's = 1
1812.cause = 2
1813.unavailing = 1
1814.grief = 2
1815.flung = 1
1816.heavily = 2
1817.rolling = 2
1818.most = 15
1819.crowds = 1
1820.fellow-beings = 1
1821.blessed = 3
1822.star = 1
1823.led = 3
1824.wise = 2
1825.abode = 1
1826.homes = 3
1827.conducted = 2
1828.dismayed = 1
1829.rate = 2
1830.quake = 1
1831.exceedingly = 3
1832.nearly = 4
1833.flowery = 1
1834.pray = 2
1835.appear = 1
1836.beside = 11
1837.agreeable = 1
1838.idea = 5
1839.shivered = 1
1840.wiped = 1
1841.perspiration = 1
1842.brow = 3
1843.penance = 1
1844.to-night = 7
1845.warn = 1
1846.chance = 7
1847.hope = 18
1848.escaping = 1
1849.procuring = 1
1850.thankee = 3
1851.countenance = 1
1852.almost = 3
1853.ghost's = 3
1854.mentioned = 1
1855.faltering = 1
1856.i--i = 1
1857.i\'d = 1
1858.visits = 1
1859.shun = 1
1860.path = 2
1861.tread = 1
1862.expect = 2
1863.tolls = 1
1864.couldn\'t = 3
1865.\'em = 5
1866.hinted = 2
1867.stroke = 3
1868.twelve = 8
1869.vibrate = 2
1870.sake = 4
1871.between = 8
1872.words = 11
1873.jaws = 1
1874.ventured = 1
1875.found = 9
1876.supernatural = 3
1877.visitor = 2
1878.confronting = 1
1879.erect = 1
1880.arm = 7
1881.backward = 1
1882.step = 2
1883.itself = 11
1884.reached = 2
1885.beckoned = 1
1886.paces = 1
1887.nearer = 3
1888.obedience = 2
1889.fear = 4
1890.confused = 1
1891.noises = 1
1892.incoherent = 1
1893.sounds = 2
1894.lamentation = 1
1895.wailings = 1
1896.inexpressibly = 2
1897.sorrowful = 2
1898.self-accusatory = 1
1899.listening = 3
1900.joined = 5
1901.dirge = 1
1902.floated = 2
1903.desperate = 1
1904.curiosity = 1
1905.filled = 4
1906.wandering = 2
1907.hither = 1
1908.thither = 1
1909.restless = 3
1910.haste = 1
1911.moaning = 2
1912.guilty = 1
1913.governments = 1
1914.linked = 1
1915.free = 6
1916.personally = 1
1917.lives = 2
1918.monstrous = 5
1919.safe = 1
1920.attached = 2
1921.ankle = 2
1922.piteously = 1
1923.unable = 1
1924.assist = 2
1925.wretched = 5
1926.infant = 1
1927.doorstep = 1
1928.misery = 3
1929.sought = 3
1930.matters = 2
1931.lost = 3
1932.faded = 5
1933.enshrouded = 1
1934.voices = 4
1935.examined = 2
1936.entered = 6
1937.bolts = 1
1938.undisturbed = 2
1939.syllable = 1
1940.emotion = 4
1941.undergone = 2
1942.fatigues = 1
1943.glimpse = 1
1944.conversation = 2
1945.lateness = 1
1946.need = 2
1947.repose = 1
1948.undressing = 1
1949.asleep = 2
1950.instant = 5
1951.awoke = 2
1952.distinguish = 1
1953.opaque = 1
1954.walls = 3
1955.pierce = 1
1956.ferret = 1
1957.listened = 4
1958.eight = 2
1959.regularly = 1
1960.past = 20
1961.clock = 9
1962.wrong = 4
1963.icicle = 1
1964.works = 1
1965.touched = 5
1966.spring = 3
1967.repeater = 1
1968.correct = 2
1969.preposterous = 1
1970.pulse = 3
1971.beat = 4
1972.isn\'t = 5
1973.slept = 1
1974.isn't = 2
1975.sun = 3
1976.noon = 1
1977.alarming = 2
1978.scrambled = 2
1979.groped = 1
1980.rub = 1
1981.sleeve = 1
1982.extremely = 2
1983.fro = 2
1984.making = 5
1985.stir = 1
1986.unquestionably = 2
1987.beaten = 1
1988.possession = 2
1989.relief = 3
1990.exchange = 1
1991.order = 2
1992.become = 3
1993.united = 1
1994.states = 1
1995.security = 1
1996.count = 3
1997.perplexed = 1
1998.endeavoured = 2
1999.bothered = 1
2000.resolved = 4
2001.mature = 1
2002.inquiry = 1
2003.dream = 3
2004.released = 2
2005.position = 1
2006.problem = 1
2007.worked = 2
2008.lay = 8
2009.state = 6
2010.chime = 1
2011.sudden = 3
2012.warned = 1
2013.visitation = 1
2014.tolled = 1
2015.awake = 1
2016.considering = 1
2017.sleep = 3
2018.heaven = 7
2019.wisest = 1
2020.resolution = 1
2021.quarter = 6
2022.sunk = 1
2023.doze = 1
2024.unconsciously = 2
2025.missed = 3
2026.broke = 4
2027.ear = 2
2028.ding = 6
2029.dong = 6
2030.counting = 1
2031.triumphantly = 1
2032.sounded = 2
2033.hollow = 2
2034.flashed = 1
2035.curtains = 9
2036.aside = 3
2037.addressed = 3
2038.starting = 3
2039.half-recumbent = 1
2040.unearthly = 1
2041.elbow = 2
2042.figure--like = 1
2043.child = 24
2044.viewed = 2
2045.medium = 1
2046.receded = 1
2047.view = 3
2048.diminished = 1
2049.child's = 1
2050.proportions = 1
2051.neck = 4
2052.age = 3
2053.wrinkle = 2
2054.tenderest = 1
2055.bloom = 1
2056.skin = 1
2057.arms = 6
2058.muscular = 1
2059.hold = 4
2060.uncommon = 2
2061.strength = 1
2062.delicately = 1
2063.formed = 1
2064.upper = 2
2065.members = 3
2066.bare = 5
2067.tunic = 1
2068.purest = 1
2069.lustrous = 1
2070.belt = 3
2071.sheen = 1
2072.beautiful = 2
2073.branch = 1
2074.green = 5
2075.singular = 1
2076.contradiction = 1
2077.emblem = 1
2078.dress = 7
2079.trimmed = 3
2080.summer = 3
2081.flowers = 1
2082.strangest = 4
2083.crown = 1
2084.sprung = 1
2085.jet = 1
2086.visible = 4
2087.doubtless = 1
2088.occasion = 2
2089.duller = 1
2090.moments = 2
2091.extinguisher = 3
2092.cap = 5
2093.increasing = 1
2094.steadiness = 2
2095._not_ = 1
2096.quality = 2
2097.glittered = 1
2098.figure = 4
2099.fluctuated = 1
2100.distinctness = 1
2101.leg = 1
2102.pair = 5
2103.dissolving = 1
2104.parts = 1
2105.outline = 1
2106.wherein = 1
2107.melted = 2
2108.away = 21
2109.distinct = 2
2110.foretold = 1
2111.soft = 1
2112.gentle = 3
2113.singularly = 1
2114.observant = 1
2115.dwarfish = 1
2116.stature = 1
2117.told = 17
2118.anybody = 6
2119.special = 1
2120.begged = 3
2121.covered = 3
2122.passions = 1
2123.force = 2
2124.trains = 1
2125.reverently = 2
2126.disclaimed = 1
2127.intention = 1
2128.offend = 1
2129.wilfully = 1
2130.bonneted = 1
2131.period = 2
2132.inquire = 1
2133.expressed = 2
2134.thinking = 6
2135.unbroken = 2
2136.conducive = 1
2137.reclamation = 1
2138.heed = 1
2139.gently = 4
2140.rise = 1
2141.vain = 4
2142.plead = 1
2143.adapted = 1
2144.pedestrian = 1
2145.purposes = 3
2146.thermometer = 1
2147.freezing = 1
2148.clad = 1
2149.lightly = 2
2150.grasp = 1
2151.woman's = 1
2152.resisted = 1
2153.rose = 4
2154.robe = 9
2155.supplication = 1
2156.remonstrated = 1
2157.liable = 1
2158.fall = 4
2159._there_ = 1
2160.upheld = 1
2161.spoken = 4
2162.country = 2
2163.road = 3
2164.fields = 2
2165.either = 4
2166.entirely = 1
2167.vanished = 3
2168.vestige = 1
2169.winter = 4
2170.clasping = 1
2171.bred = 2
2172.boy = 30
2173.gazed = 1
2174.mildly = 2
2175.instantaneous = 1
2176.man's = 5
2177.sense = 2
2178.thousand = 2
2179.odours = 1
2180.floating = 1
2181.connected = 3
2182.hopes = 3
2183.joys = 1
2184.cares = 2
2185.lip = 1
2186.unusual = 1
2187.catching = 2
2188.pimple = 1
2189.lead = 5
2190.blindfold = 1
2191.recognising = 1
2192.gate = 3
2193.post = 1
2194.tree = 2
2195.market-town = 1
2196.bridge = 1
2197.winding = 1
2198.river = 1
2199.shaggy = 1
2200.ponies = 1
2201.trotting = 1
2202.backs = 1
2203.gigs = 1
2204.carts = 3
2205.driven = 1
2206.farmers = 1
2207.shouted = 1
2208.broad = 2
2209.music = 5
2210.crisp = 2
2211.laughed = 17
2212.shadows = 10
2213.consciousness = 2
2214.jocund = 1
2215.travellers = 1
2216.named = 1
2217.rejoiced = 2
2218.bounds = 1
2219.glisten = 1
2220.leap = 1
2221.gladness = 1
2222.parted = 3
2223.cross-roads = 1
2224.by-ways = 1
2225.school = 2
2226.deserted = 1
2227.neglected = 2
2228.sobbed = 1
2229.high-road = 1
2230.well-remembered = 1
2231.approached = 2
2232.brick = 1
2233.weather-cock = 1
2234.surmounted = 1
2235.cupola = 1
2236.roof = 3
2237.broken = 4
2238.fortunes = 1
2239.spacious = 1
2240.damp = 1
2241.mossy = 2
2242.gates = 1
2243.decayed = 1
2244.fowls = 1
2245.clucked = 1
2246.strutted = 1
2247.stables = 1
2248.coach-houses = 1
2249.sheds = 1
2250.overrun = 2
2251.grass = 3
2252.retentive = 1
2253.entering = 2
2254.glancing = 1
2255.doors = 2
2256.poorly = 2
2257.furnished = 1
2258.earthly = 1
2259.savour = 1
2260.chilly = 1
2261.bareness = 1
2262.somehow = 3
2263.candle-light = 2
2264.eat = 3
2265.disclosed = 2
2266.barer = 1
2267.lines = 2
2268.plain = 3
2269.deal = 3
2270.forms = 2
2271.desks = 1
2272.lonely = 2
2273.reading = 3
2274.near = 7
2275.feeble = 1
2276.wept = 1
2277.latent = 2
2278.echo = 1
2279.squeak = 1
2280.scuffle = 1
2281.mice = 1
2282.panelling = 1
2283.drip = 1
2284.half-thawed = 1
2285.water-spout = 1
2286.sigh = 1
2287.leafless = 1
2288.boughs = 1
2289.despondent = 1
2290.poplar = 1
2291.swinging = 1
2292.empty = 2
2293.storehouse = 1
2294.clicking = 1
2295.softening = 1
2296.freer = 1
2297.passage = 1
2298.tears = 3
2299.younger = 3
2300.foreign = 3
2301.garments = 2
2302.wonderfully = 1
2303.axe = 1
2304.stuck = 2
2305.leading = 1
2306.bridle = 1
2307.ass = 2
2308.laden = 3
2309.wood = 1
2310.yes = 18
2311.yonder = 2
2312.valentine = 1
2313.wild = 2
2314.brother = 5
2315.orson = 1
2316.drawers = 1
2317.damascus = 1
2318.sultan's = 1
2319.groom = 1
2320.upside = 2
2321.genii = 1
2322.serve = 1
2323.i'm = 5
2324._he_ = 4
2325.princess = 1
2326.expending = 1
2327.earnestness = 2
2328.subjects = 2
2329.extraordinary = 2
2330.laughing = 6
2331.crying = 2
2332.heightened = 1
2333.excited = 2
2334.baba."_ = 1
2335.parrot = 2
2336.yellow = 4
2337.lettuce = 1
2338.growing = 3
2339.top = 8
2340.robin = 3
2341.crusoe = 3
2342.sailing = 1
2343.island = 1
2344.dreaming = 1
2345.wasn't = 5
2346.friday = 1
2347.creek = 1
2348.halloa = 1
2349.hoop = 1
2350.halloo = 1
2351.rapidity = 1
2352.transition = 1
2353.character = 1
2354.pity = 2
2355.former = 7
2356.drying = 1
2357.cuff = 1
2358.late = 4
2359.matter = 5
2360.singing = 3
2361.that\'s = 9
2362.thoughtfully = 3
2363.waved = 1
2364.saying = 2
2365.grew = 4
2366.larger = 1
2367.darker = 1
2368.dirty = 1
2369.panels = 1
2370.shrunk = 2
2371.cracked = 2
2372.plaster = 1
2373.ceiling = 3
2374.naked = 2
2375.laths = 1
2376.shown = 5
2377.jolly = 3
2378.holidays = 2
2379.despairingly = 1
2380.shaking = 5
2381.anxiously = 1
2382.girl = 12
2383.darting = 1
2384.her = 65
2385.kissing = 2
2386.bring = 7
2387.clapping = 3
2388.bending = 1
2389.laugh = 13
2390.fan = 2
2391.brimful = 1
2392.glee = 3
2393.kinder = 2
2394.home's = 1
2395.sent = 2
2396.opening = 2
2397.we're = 2
2398.merriest = 1
2399.she = 55
2400.clapped = 2
2401.tiptoe = 1
2402.embrace = 1
2403.drag = 1
2404.eagerness = 2
2405.loath = 1
2406.accompanied = 3
2407.box = 1
2408.schoolmaster = 2
2409.glared = 3
2410.condescension = 1
2411.sister = 8
2412.veriest = 1
2413.shivering = 1
2414.parlour = 6
2415.maps = 1
2416.celestial = 1
2417.terrestrial = 1
2418.globes = 1
2419.waxy = 1
2420.produced = 3
2421.decanter = 1
2422.block = 1
2423.cake = 2
2424.administered = 1
2425.instalments = 1
2426.dainties = 1
2427.sending = 2
2428.meagre = 2
2429.servant = 1
2430.offer = 2
2431.glass = 3
2432.postboy = 1
2433.thanked = 2
2434.tap = 1
2435.tasted = 2
2436.trunk = 1
2437.tied = 1
2438.chaise = 1
2439.bade = 3
2440.good-bye = 1
2441.willingly = 1
2442.drove = 1
2443.garden = 1
2444.sweep = 1
2445.quick = 2
2446.wheels = 2
2447.dashing = 1
2448.hoar = 1
2449.leaves = 3
2450.evergreens = 1
2451.spray = 1
2452.delicate = 1
2453.creature = 4
2454.withered = 3
2455.gainsay = 1
2456.forbid = 1
2457.uneasy = 1
2458.briefly = 1
2459.thoroughfares = 1
2460.passengers = 1
2461.repassed = 1
2462.coaches = 1
2463.battled = 1
2464.strife = 1
2465.tumult = 1
2466.dressing = 1
2467.certain = 4
2468.apprenticed = 1
2469.welsh = 1
2470.wig = 1
2471.sitting = 6
2472.high = 11
2473.desk = 3
2474.inches = 1
2475.taller = 1
2476.knocked = 2
2477.excitement = 2
2478.fezziwig = 18
2479.alive = 5
2480.laid = 5
2481.rubbed = 1
2482.adjusted = 2
2483.capacious = 3
2484.organ = 1
2485.comfortable = 3
2486.oily = 1
2487.fat = 4
2488.yo = 2
2489.ho = 2
2490.dick = 7
2491.grown = 3
2492.briskly = 2
2493.fellow-'prentice = 1
2494.wilkins = 1
2495.let\'s = 2
2496.shutters = 2
2497.clap = 1
2498.jack = 1
2499.robinson = 1
2500.fellows = 2
2501.charged = 1
2502.shutters--one = 1
2503.three--had = 1
2504.places--four = 1
2505.six--barred = 1
2506.pinned = 1
2507.em--seven = 1
2508.nine--and = 1
2509.panting = 1
2510.race-horses = 1
2511.hilli-ho = 2
2512.skipping = 1
2513.agility = 1
2514.lads = 2
2515.lots = 1
2516.chirrup = 1
2517.cleared = 3
2518.movable = 1
2519.packed = 1
2520.dismissed = 1
2521.public = 1
2522.evermore = 1
2523.swept = 2
2524.watered = 1
2525.lamps = 2
2526.heaped = 2
2527.snug = 2
2528.dry = 2
2529.ball-room = 1
2530.winter's = 1
2531.fiddler = 4
2532.music-book = 1
2533.lofty = 2
2534.orchestra = 1
2535.tuned = 1
2536.stomachaches = 1
2537.mrs = 29
2538.substantial = 1
2539.smile = 3
2540.miss = 3
2541.fezziwigs = 1
2542.beaming = 2
2543.lovable = 1
2544.followers = 1
2545.employed = 1
2546.housemaid = 1
2547.cousin = 1
2548.cook = 1
2549.brother's = 1
2550.milkman = 1
2551.suspected = 2
2552.board = 3
2553.trying = 2
2554.hide = 4
2555.proved = 1
2556.ears = 5
2557.pulled = 3
2558.mistress = 2
2559.shyly = 1
2560.boldly = 1
2561.gracefully = 2
2562.awkwardly = 1
2563.pushing = 1
2564.pulling = 1
2565.couple = 4
2566.various = 1
2567.stages = 1
2568.affectionate = 1
2569.grouping = 1
2570.couples = 1
2571.bottom = 1
2572.result = 1
2573.plunged = 2
2574.pot = 1
2575.porter = 2
2576.scorning = 1
2577.reappearance = 1
2578.dancers = 1
2579.exhausted = 2
2580.shutter = 1
2581.bran-new = 1
2582.perish = 1
2583.dances = 2
2584.forfeits = 3
2585.negus = 1
2586.roast = 2
2587.mince-pies = 2
2588.beer = 1
2589.effect = 2
2590.artful = 1
2591.dog = 2
2592.roger = 1
2593.de = 1
2594.coverley = 1
2595.stiff = 1
2596.trifled = 2
2597._would_ = 1
2598.notion = 2
2599.twice = 3
2600.many--ah = 1
2601.times--old = 1
2602.match = 1
2603._her_ = 2
2604.worthy = 3
2605.term = 1
2606.that's = 2
2607.praise = 3
2608.higher = 1
2609.use = 2
2610.positive = 1
2611.issue = 1
2612.fezziwig's = 1
2613.calves = 1
2614.shone = 3
2615.moons = 1
2616.advance = 1
2617.bow = 2
2618.curtsy = 1
2619.cork-screw = 1
2620.thread-the-needle = 1
2621.cut"--cut = 1
2622.deftly = 1
2623.wink = 1
2624.stagger = 1
2625.eleven = 2
2626.domestic = 1
2627.ball = 1
2628.stations = 2
2629.individually = 1
2630.wished = 4
2631.everybody = 6
2632.retired = 1
2633.prentices = 1
2634.counter = 3
2635.back-shop = 1
2636.acted = 1
2637.wits = 1
2638.soul = 5
2639.scene = 5
2640.corroborated = 1
2641.enjoyed = 2
2642.underwent = 2
2643.agitation = 1
2644.burnt = 1
2645.silly = 1
2646.folks = 1
2647.gratitude = 2
2648.echoed = 1
2649.apprentices = 1
2650.spent = 1
2651.pounds = 2
2652.deserves = 1
2653.remark = 1
2654.speaking = 1
2655.render = 2
2656.unhappy = 2
2657.service = 2
2658.burdensome = 1
2659.toil = 1
2660.lies = 3
2661.insignificant = 1
2662.add = 1
2663.gives = 1
2664.insisted = 1
2665.able = 2
2666.utterance = 1
2667.grows = 1
2668.prime = 1
2669.harsh = 1
2670.rigid = 2
2671.later = 2
2672.signs = 2
2673.avarice = 2
2674.eager = 2
2675.greedy = 1
2676.motion = 2
2677.showed = 3
2678.passion = 3
2679.root = 1
2680.mourning = 1
2681.idol = 2
2682.displaced = 2
2683.grieve = 1
2684.rejoined = 1
2685.even-handed = 2
2686.dealing = 2
2687.poverty = 2
2688.professes = 1
2689.condemn = 1
2690.severity = 1
2691.pursuit = 1
2692.wealth = 3
2693.merged = 1
2694.sordid = 1
2695.reproach = 1
2696.nobler = 1
2697.aspirations = 1
2698.gain = 2
2699.engrosses = 1
2700.retorted = 3
2701.wiser = 2
2702.contract = 1
2703.content = 3
2704.improve = 1
2705.patient = 4
2706.industry = 2
2707._are_ = 1
2708.impatiently = 1
2709.tells = 1
2710.fraught = 1
2711._have_ = 1
2712.release = 3
2713.altered = 2
2714.worth = 1
2715.value = 4
2716.seek = 3
2717.try = 2
2718.win = 1
2719.ah = 5
2720.yield = 2
2721.justice = 1
2722.supposition = 2
2723.struggle = 2
2724.gladly = 2
2725.knows = 6
2726._i_ = 3
2727.learned = 1
2728.irresistible = 2
2729.yesterday = 4
2730.dowerless = 1
2731.girl--you = 1
2732.confidence = 1
2733.weigh = 1
2734.choosing = 1
2735.false = 2
2736.guiding = 1
2737.principle = 2
2738.repentance = 1
2739.follow = 2
2740.may--the = 1
2741.memory = 2
2742.will--have = 1
2743.pain = 1
2744.brief = 3
2745.dismiss = 2
2746.unprofitable = 1
2747.chosen = 1
2748.show = 12
2749.delight = 6
2750.relentless = 1
2751.pinioned = 1
2752.forced = 1
2753.observe = 2
2754.comely = 1
2755.matron = 1
2756.daughter = 4
2757.tumultuous = 1
2758.unlike = 2
2759.celebrated = 1
2760.herd = 1
2761.poem = 1
2762.forty = 2
2763.conducting = 2
2764.themselves = 6
2765.consequences = 1
2766.uproarious = 1
2767.belief = 1
2768.contrary = 1
2769.mother = 11
2770.heartily = 6
2771.beginning = 1
2772.mingle = 1
2773.sports = 1
2774.pillaged = 1
2775.brigands = 1
2776.ruthlessly = 1
2777.rude = 2
2778.crushed = 1
2779.braided = 1
2780.torn = 3
2781.precious = 3
2782.shoe = 1
2783.plucked = 1
2784.measuring = 1
2785.sport = 1
2786.punishment = 2
2787.dearly = 1
2788.questioned = 2
2789.lashes = 1
2790.downcast = 1
2791.blush = 1
2792.loose = 1
2793.waves = 2
2794.inch = 1
2795.keepsake = 1
2796.price = 1
2797.confess = 2
2798.lightest = 1
2799.licence = 1
2800.knocking = 3
2801.rush = 1
2802.ensued = 2
2803.plundered = 2
2804.centre = 2
2805.flushed = 1
2806.boisterous = 1
2807.group = 2
2808.greet = 2
2809.attended = 1
2810.toys = 1
2811.presents = 1
2812.shouting = 1
2813.struggling = 3
2814.onslaught = 1
2815.defenceless = 1
2816.scaling = 1
2817.chairs = 3
2818.ladders = 1
2819.dive = 1
2820.despoil = 1
2821.brown-paper = 1
2822.parcels = 1
2823.hug = 1
2824.pummel = 1
2825.kick = 1
2826.irrepressible = 1
2827.affection = 1
2828.shouts = 1
2829.development = 1
2830.package = 1
2831.received = 3
2832.announcement = 1
2833.doll's = 1
2834.frying-pan = 1
2835.mouth = 5
2836.fictitious = 1
2837.turkey = 6
2838.glued = 1
2839.wooden = 1
2840.platter = 1
2841.immense = 2
2842.alarm = 1
2843.joy = 2
2844.indescribable = 1
2845.alike = 1
2846.degrees = 1
2847.emotions = 1
2848.stair = 1
2849.subsided = 1
2850.attentively = 1
2851.leaning = 2
2852.fondly = 1
2853.fireside = 1
2854.graceful = 2
2855.promise = 3
2856.spring-time = 1
2857.haggard = 1
2858.dim = 2
2859.belle = 1
2860.husband = 3
2861.yours = 3
2862.guess = 2
2863.tut = 1
2864.inside = 3
2865.remove = 2
2866.blame = 1
2867.wrestled = 1
2868.haunt = 1
2869.longer = 2
2870.struggle--if = 1
2871.resistance = 1
2872.adversary--scrooge = 1
2873.burning = 1
2874.dimly = 1
2875.connecting = 1
2876.pressed = 2
2877.beneath = 6
2878.streamed = 2
2879.flood = 1
2880.overcome = 2
2881.drowsiness = 1
2882.further = 4
2883.parting = 5
2884.squeeze = 1
2885.relaxed = 1
2886.barely = 1
2887.reel = 1
2888.sank = 2
2889.awaking = 1
2890.prodigiously = 1
2891.tough = 1
2892.snore = 1
2893.restored = 2
2894.nick = 1
2895.especial = 1
2896.holding = 5
2897.conference = 1
2898.messenger = 1
2899.dispatched = 1
2900.intervention = 1
2901.uncomfortably = 1
2902.draw = 2
2903.lying = 4
2904.established = 1
2905.look-out = 2
2906.challenge = 1
2907.nervous = 3
2908.free-and-easy = 1
2909.plume = 1
2910.acquainted = 1
2911.move = 2
2912.equal = 1
2913.express = 2
2914.range = 3
2915.capacity = 1
2916.adventure = 1
2917.pitch-and-toss = 1
2918.manslaughter = 1
2919.extremes = 1
2920.tolerably = 1
2921.venturing = 1
2922.hardily = 1
2923.calling = 5
2924.field = 1
2925.appearances = 1
2926.rhinoceros = 1
2927.astonished = 1
2928.prepared = 5
2929.consequently = 1
2930.violent = 1
2931.fit = 2
2932.minutes = 7
2933.ten = 2
2934.core = 1
2935.proclaimed = 1
2936.powerless = 1
2937.meant = 3
2938.apprehensive = 1
2939.interesting = 1
2940.spontaneous = 1
2941.combustion = 1
2942.consolation = 1
2943.however = 5
2944.think--as = 1
2945.predicament = 1
2946.ought = 2
2947.too--at = 1
2948.source = 1
2949.adjoining = 1
2950.whence = 3
2951.tracing = 1
2952.shine = 1
2953.shuffled = 1
2954.enter = 2
2955.obeyed = 1
2956.surprising = 1
2957.transformation = 1
2958.living = 1
2959.grove = 1
2960.gleaming = 2
2961.glistened = 1
2962.mistletoe = 3
2963.ivy = 2
2964.reflected = 1
2965.mirrors = 1
2966.scattered = 1
2967.roaring = 2
2968.chimney = 1
2969.petrifaction = 1
2970.throne = 1
2971.turkeys = 2
2972.geese = 2
2973.game = 6
2974.poultry = 2
2975.brawn = 2
2976.joints = 1
2977.sucking-pigs = 1
2978.wreaths = 1
2979.sausages = 2
2980.plum-puddings = 1
2981.barrels = 1
2982.oysters = 2
2983.red-hot = 1
2984.chestnuts = 5
2985.cherry-cheeked = 1
2986.apples = 3
2987.juicy = 2
2988.oranges = 3
2989.luscious = 1
2990.pears = 2
2991.twelfth-cakes = 1
2992.seething = 1
2993.bowls = 1
2994.punch = 2
2995.delicious = 2
2996.steam = 2
2997.couch = 1
2998.giant = 1
2999.bore = 4
3000.torch = 6
3001.plenty's = 1
3002.horn = 1
3003.shed = 3
3004.timidly = 1
3005.dogged = 1
3006.meet = 3
3007.clothed = 1
3008.simple = 2
3009.mantle = 1
3010.bordered = 1
3011.fur = 1
3012.garment = 5
3013.loosely = 1
3014.disdaining = 1
3015.warded = 1
3016.concealed = 2
3017.artifice = 1
3018.observable = 1
3019.ample = 1
3020.folds = 2
3021.covering = 1
3022.wreath = 1
3023.shining = 2
3024.icicles = 1
